Lease Details,,,,,,,,,,,,,,,,,,,
Version 3.0,,,,,,,,,,,,,,,,,,,
As Of: 2017-06-26,,,,,,,,,,,,,,,,,,,
property_code,lease_code,unit_code,resident_name,resident_code,resident_cell_phone,resident_home_phone,resident_email,resident_status,market_rent,lease_sign,lease_start,lease_end,move_in,move_out,notice_given,notice_type,actual_rent,number_of_occupants,renewal_status
1252,565380,E12070,"Muller, Linda",t0130368,,5152829612,,Current Resident,800,10/1/2005,12/1/2015,10/31/2016,12/1/1990,,,,795,1,Renewal
1252,170228,E12070,"Muller, Linda",t0130368,,5152829612,,Current Resident,800,10/1/2005,11/1/2009,10/31/2010,12/1/1990,,,,725,1,Renewal
1252,479698,E12070,"Muller, Linda",t0130368,,5152829612,,Current Resident,800,10/1/2005,11/1/2014,11/30/2015,12/1/1990,,,,795,1,Renewal
1252,15700,E12070,"Muller, Linda",t0130368,,5152829612,,Current Resident,800,10/1/2005,11/1/2005,10/31/2006,12/1/1990,,,,550,1,New Tenant
1252,45235,E12070,"Muller, Linda",t0130368,,5152829612,,Current Resident,800,10/1/2005,11/1/2006,10/31/2007,12/1/1990,,,,565,1,Renewal
1252,273893,E12070,"Muller, Linda",t0130368,,5152829612,,Current Resident,800,10/1/2005,11/1/2011,10/31/2012,12/1/1990,,,,745,1,Renewal
1252,653549,E12070,"Muller, Linda",t0130368,,5152829612,,Current Resident,800,10/1/2005,11/1/2016,10/27/2017,12/1/1990,,,,771,1,Renewal
1252,392266,E12070,"Muller, Linda",t0130368,,5152829612,,Current Resident,800,10/1/2005,11/1/2013,10/31/2016,12/1/1990,,,,0,1,Renewal
1168,17683,B-106,"Ehlers, Sherrilyn",t0120319,,6417495834,,Current Resident,705,12/1/2005,12/1/2005,11/30/2006,11/14/2002,,,,530,1,New Tenant
1168,123458,B-106,"Ehlers, Sherrilyn",t0120319,,6417495834,,Current Resident,705,12/1/2005,12/1/2008,11/30/2009,11/14/2002,,,,580,1,Renewal
1168,297565,B-106,"Ehlers, Sherrilyn",t0120319,,6417495834,,Current Resident,705,12/1/2005,7/1/2012,6/30/2013,11/14/2002,,,,680,1,Renewal
1168,170330,B-106,"Ehlers, Sherrilyn",t0120319,,6417495834,,Current Resident,705,12/1/2005,12/1/2009,6/30/2010,11/14/2002,,,,615,1,Renewal
1168,441652,B-106,"Ehlers, Sherrilyn",t0120319,,6417495834,,Current Resident,705,12/1/2005,7/1/2014,6/30/2015,11/14/2002,,,,690,1,Renewal
1168,83575,B-106,"Ehlers, Sherrilyn",t0120319,,6417495834,,Current Resident,705,12/1/2005,12/1/2007,11/30/2008,11/14/2002,,,,551,1,Renewal
1168,241289,B-106,"Ehlers, Sherrilyn",t0120319,,6417495834,,Current Resident,705,12/1/2005,7/1/2011,6/30/2012,11/14/2002,,,,660,1,Renewal
1168,612514,B-106,"Ehlers, Sherrilyn",t0120319,,6417495834,,Current Resident,705,12/1/2005,7/1/2016,6/30/2017,11/14/2002,,,,690,1,Renewal
1168,356147,B-106,"Ehlers, Sherrilyn",t0120319,,6417495834,,Current Resident,705,12/1/2005,7/1/2013,6/30/2014,11/14/2002,,,,680,1,Renewal
1168,715846,B-106,"Ehlers, Sherrilyn",t0120319,,6417495834,,Current Resident,705,12/1/2005,7/1/2017,6/30/2018,11/14/2002,,,,705,1,Renewal
1168,44671,B-106,"Ehlers, Sherrilyn",t0120319,,6417495834,,Current Resident,705,12/1/2005,12/1/2006,11/30/2007,11/14/2002,,,,535,1,Renewal
1168,189038,B-106,"Ehlers, Sherrilyn",t0120319,,6417495834,,Current Resident,705,12/1/2005,7/1/2010,6/30/2011,11/14/2002,,,,650,1,Renewal
1168,519368,B-106,"Ehlers, Sherrilyn",t0120319,,6417495834,,Current Resident,705,12/1/2005,7/1/2015,6/30/2016,11/14/2002,,,,690,1,Renewal
1134,19633,2610,"Galiana, Brian J",t0142537,,3258294081,briangaliana@gmail.com,Current Resident,641,2/1/2006,2/1/2006,7/31/2006,7/21/2002,,,,464,1,New Tenant
1134,135238,2610,"Galiana, Brian J",t0142537,,3258294081,briangaliana@gmail.com,Current Resident,641,2/1/2006,3/1/2009,2/28/2010,7/21/2002,,,,585,1,Renewal
1134,183886,2610,"Galiana, Brian J",t0142537,,3258294081,briangaliana@gmail.com,Current Resident,641,2/1/2006,3/1/2010,8/31/2011,7/21/2002,,,,600,1,Renewal
1134,469252,2610,"Galiana, Brian J",t0142537,,3258294081,briangaliana@gmail.com,Current Resident,641,2/1/2006,9/29/2014,8/31/2015,7/21/2002,,,,670,1,Renewal
1134,52017,2610,"Galiana, Brian J",t0142537,,3258294081,briangaliana@gmail.com,Current Resident,641,2/1/2006,3/1/2007,2/29/2008,7/21/2002,,,,510,1,Renewal
1134,90974,2610,"Galiana, Brian J",t0142537,,3258294081,briangaliana@gmail.com,Current Resident,641,2/1/2006,3/1/2008,2/28/2009,7/21/2002,,,,547,1,Renewal
1134,628190,2610,"Galiana, Brian J",t0142537,,3258294081,briangaliana@gmail.com,Current Resident,641,2/1/2006,10/22/2016,10/17/2017,7/21/2002,,,,622,1,Renewal
1134,332804,2610,"Galiana, Brian J",t0142537,,3258294081,briangaliana@gmail.com,Current Resident,641,2/1/2006,12/1/2012,9/28/2014,7/21/2002,,,,653,1,Renewal
1134,559229,2610,"Galiana, Brian J",t0142537,,3258294081,briangaliana@gmail.com,Current Resident,641,2/1/2006,10/22/2015,10/21/2016,7/21/2002,,,,622,1,Renewal
1134,264305,2610,"Galiana, Brian J",t0142537,,3258294081,briangaliana@gmail.com,Current Resident,641,2/1/2006,9/1/2011,11/30/2012,7/21/2002,,,,628,1,Renewal
1134,19682,3106,"Shofner, Marlena",t0142606,,,marlenashofner123@gmail.com,Current Resident,848,10/1/2005,10/1/2005,9/30/2006,7/7/1992,,,,659,1,New Tenant
1134,181410,3106,"Shofner, Marlena",t0142606,,,marlenashofner123@gmail.com,Current Resident,848,10/1/2005,2/1/2010,1/31/2011,7/7/1992,,,,788,1,Renewal
1134,342235,3106,"Shofner, Marlena",t0142606,,,marlenashofner123@gmail.com,Current Resident,848,10/1/2005,2/1/2013,1/31/2014,7/7/1992,,,,874,1,Renewal
1134,93128,3106,"Shofner, Marlena",t0142606,,,marlenashofner123@gmail.com,Current Resident,848,10/1/2005,1/2/2008,1/31/2009,7/7/1992,,,,734,1,Renewal
1134,39573,3106,"Shofner, Marlena",t0142606,,,marlenashofner123@gmail.com,Current Resident,848,10/1/2005,10/1/2006,9/30/2007,7/7/1992,,,,669,1,Renewal
1134,228025,3106,"Shofner, Marlena",t0142606,,,marlenashofner123@gmail.com,Current Resident,848,10/1/2005,2/1/2011,1/31/2012,7/7/1992,,,,804,1,Renewal
1134,415041,3106,"Shofner, Marlena",t0142606,,,marlenashofner123@gmail.com,Current Resident,848,10/1/2005,2/1/2014,1/31/2015,7/7/1992,,,,884,1,Renewal
1134,713650,3106,"Shofner, Marlena",t0142606,,,marlenashofner123@gmail.com,Current Resident,848,10/1/2005,5/19/2017,5/18/2018,7/7/1992,,,,631,1,Renewal
1134,90896,3106,"Shofner, Marlena",t0142606,,,marlenashofner123@gmail.com,Current Resident,848,10/1/2005,10/1/2007,1/1/2008,7/7/1992,,,,734,1,Renewal
1134,286324,3106,"Shofner, Marlena",t0142606,,,marlenashofner123@gmail.com,Current Resident,848,10/1/2005,2/1/2012,1/31/2013,7/7/1992,,,,854,1,Renewal
1134,131280,3106,"Shofner, Marlena",t0142606,,,marlenashofner123@gmail.com,Current Resident,848,10/1/2005,2/1/2009,1/31/2010,7/7/1992,,,,0,1,Renewal
1134,503135,3106,"Shofner, Marlena",t0142606,,,marlenashofner123@gmail.com,Current Resident,848,10/1/2005,2/1/2015,2/2/2016,7/7/1992,,,,0,1,Renewal
1169,224855,537,"Martinez, Pedro",t0162551,4323528780,4323528780,pmartinez2121@yahoo.com,Current Resident,723,5/1/2005,1/1/2011,6/30/2012,5/1/1999,,,,515,1,Renewal
1169,310378,537,"Martinez, Pedro",t0162551,4323528780,4323528780,pmartinez2121@yahoo.com,Current Resident,723,5/1/2005,7/1/2012,6/30/2013,5/1/1999,,,,665,1,Renewal
1169,712507,537,"Martinez, Pedro",t0162551,4323528780,4323528780,pmartinez2121@yahoo.com,Current Resident,723,5/1/2005,7/23/2017,7/18/2018,5/1/1999,,,,685,1,Renewal
1169,176441,537,"Martinez, Pedro",t0162551,4323528780,4323528780,pmartinez2121@yahoo.com,Current Resident,723,5/1/2005,1/1/2010,12/31/2010,5/1/1999,,,,500,1,Renewal
1169,609142,537,"Martinez, Pedro",t0162551,4323528780,4323528780,pmartinez2121@yahoo.com,Current Resident,723,5/1/2005,7/27/2016,7/22/2017,5/1/1999,,,,685,1,Renewal
1169,60286,537,"Martinez, Pedro",t0162551,4323528780,4323528780,pmartinez2121@yahoo.com,Current Resident,723,5/1/2005,5/1/2007,10/31/2008,5/1/1999,,,,355,1,Renewal
1169,117351,537,"Martinez, Pedro",t0162551,4323528780,4323528780,pmartinez2121@yahoo.com,Current Resident,723,5/1/2005,11/1/2008,10/31/2009,5/1/1999,,,,490,1,Renewal
1169,367097,537,"Martinez, Pedro",t0162551,4323528780,4323528780,pmartinez2121@yahoo.com,Current Resident,723,5/1/2005,7/1/2013,6/30/2014,5/1/1999,,,,733,1,Renewal
1169,367379,537,"Martinez, Pedro",t0162551,4323528780,4323528780,pmartinez2121@yahoo.com,Current Resident,723,5/1/2005,7/1/2014,7/31/2015,5/1/1999,,,,733,1,Renewal
1169,22092,537,"Martinez, Pedro",t0162551,4323528780,4323528780,pmartinez2121@yahoo.com,Current Resident,723,5/1/2005,5/1/2006,4/30/2007,5/1/1999,,,,335,1,Renewal
1169,537350,537,"Martinez, Pedro",t0162551,4323528780,4323528780,pmartinez2121@yahoo.com,Current Resident,723,5/1/2005,8/1/2015,7/26/2016,5/1/1999,,,,733,1,Renewal
1169,21488,537,"Martinez, Pedro",t0162551,4323528780,4323528780,pmartinez2121@yahoo.com,Current Resident,723,5/1/2005,5/1/2000,4/30/2006,5/1/1999,,,,0,1,New Tenant
1252,103294,B06022,"Baumunk, David",t0165749,5156643523,5156643524,dada_OLCA@hotmail.com,Current Resident,885,5/12/2006,7/1/2008,6/30/2009,6/17/2006,,,,775,4,Renewal
1252,303145,B06022,"Baumunk, David",t0165749,5156643523,5156643524,dada_OLCA@hotmail.com,Current Resident,885,5/12/2006,7/1/2012,7/31/2013,6/17/2006,,,,810,4,Renewal
1252,622717,B06022,"Baumunk, David",t0165749,5156643523,5156643524,dada_OLCA@hotmail.com,Current Resident,885,5/12/2006,9/1/2016,8/27/2017,6/17/2006,,,,803,4,Renewal
1252,374253,B06022,"Baumunk, David",t0165749,5156643523,5156643524,dada_OLCA@hotmail.com,Current Resident,885,5/12/2006,8/1/2013,7/31/2014,6/17/2006,,,,825,4,Renewal
1252,27217,B06022,"Baumunk, David",t0165749,5156643523,5156643524,dada_OLCA@hotmail.com,Current Resident,885,5/12/2006,6/17/2006,6/16/2007,6/17/2006,,,,695,4,New Tenant
1252,197763,B06022,"Baumunk, David",t0165749,5156643523,5156643524,dada_OLCA@hotmail.com,Current Resident,885,5/12/2006,7/1/2010,6/30/2011,6/17/2006,,,,790,4,Renewal
1028,499248,19441,"Lucas , Marie",t0073835,7272207593,,m1lucas@aol.com,Current Resident,726,2/1/2005,3/1/2015,2/29/2016,1/16/2004,,,,636,1,Renewal
1028,94200,19441,"Lucas , Marie",t0073835,7272207593,,m1lucas@aol.com,Current Resident,726,2/1/2005,3/1/2008,2/28/2009,1/16/2004,,,,584,1,Renewal
1028,285349,19441,"Lucas , Marie",t0073835,7272207593,,m1lucas@aol.com,Current Resident,726,2/1/2005,3/1/2012,2/28/2013,1/16/2004,,,,631,1,Renewal
1028,11909,19441,"Lucas , Marie",t0073835,7272207593,,m1lucas@aol.com,Current Resident,726,2/1/2005,2/1/2006,1/31/2007,1/16/2004,,,,519,1,Renewal
